>1_6	p_riboswitch=0.586323
>777_6	p_riboswitch=0.023386
>778_6	p_riboswitch=0.157509
>779_6	p_riboswitch=0.217283
>780_6	p_riboswitch=0.889688
>781_6	p_riboswitch=0.657689
>782_6	p_riboswitch=0.052488
>783_6	p_riboswitch=0.007511
>784_6	p_riboswitch=0.004468
>785_6	p_riboswitch=0.008053
>786_6	p_riboswitch=0.762205
>787_6	p_riboswitch=0.011586
>788_6	p_riboswitch=0.079030
>789_6	p_riboswitch=0.021471
>790_6	p_riboswitch=0.010946
>791_6	p_riboswitch=0.085921
>792_6	p_riboswitch=0.034426
>793_6	p_riboswitch=0.116910
>794_6	p_riboswitch=0.099460
>795_6	p_riboswitch=0.011308
>796_6	p_riboswitch=0.014887
>797_6	p_riboswitch=0.012290
>798_6	p_riboswitch=0.005774
>799_6	p_riboswitch=0.380163
>800_6	p_riboswitch=0.157157
>801_6	p_riboswitch=0.282458
>802_6	p_riboswitch=0.982966
>803_6	p_riboswitch=0.010530
>804_6	p_riboswitch=0.004881
>805_6	p_riboswitch=0.004057
>806_6	p_riboswitch=0.006482
>807_6	p_riboswitch=0.354367
>808_6	p_riboswitch=0.011117
>809_6	p_riboswitch=0.001654
>810_6	p_riboswitch=0.011503
>811_6	p_riboswitch=0.033944
>812_6	p_riboswitch=0.061077
>813_6	p_riboswitch=0.452284
>814_6	p_riboswitch=0.117192
>815_6	p_riboswitch=0.064309
>816_6	p_riboswitch=0.011485
>817_6	p_riboswitch=0.011816
>818_6	p_riboswitch=0.018658
>819_6	p_riboswitch=0.125973
>820_6	p_riboswitch=0.402641
>821_6	p_riboswitch=0.218302
>822_6	p_riboswitch=0.763443
>823_6	p_riboswitch=0.005599
>824_6	p_riboswitch=0.012107
>825_6	p_riboswitch=0.003413
>826_6	p_riboswitch=0.006466
>827_6	p_riboswitch=0.279173
>828_6	p_riboswitch=0.011819
>829_6	p_riboswitch=0.009958
>830_6	p_riboswitch=0.036708
>831_6	p_riboswitch=0.029255
>832_6	p_riboswitch=0.635001
>833_6	p_riboswitch=0.279425
>834_6	p_riboswitch=0.002720
>835_6	p_riboswitch=0.056390
>836_6	p_riboswitch=0.010516
>837_6	p_riboswitch=0.015760
>838_6	p_riboswitch=0.045420
>839_6	p_riboswitch=0.108972
>840_6	p_riboswitch=0.408997
>841_6	p_riboswitch=0.628103
>842_6	p_riboswitch=0.004848
>843_6	p_riboswitch=0.008852
>844_6	p_riboswitch=0.003921
>845_6	p_riboswitch=0.005884
>846_6	p_riboswitch=0.308201
>847_6	p_riboswitch=0.011616
>848_6	p_riboswitch=0.038811
>849_6	p_riboswitch=0.036951
>850_6	p_riboswitch=0.046146
>851_6	p_riboswitch=0.347703
>852_6	p_riboswitch=0.004885
>853_6	p_riboswitch=0.003136
>854_6	p_riboswitch=0.017596
>855_6	p_riboswitch=0.013212
>856_6	p_riboswitch=0.032026
>857_6	p_riboswitch=0.041851
>858_6	p_riboswitch=0.407573
>859_6	p_riboswitch=0.814932
>860_6	p_riboswitch=0.003906
>861_6	p_riboswitch=0.008054
>862_6	p_riboswitch=0.003688
>863_6	p_riboswitch=0.010286
>864_6	p_riboswitch=0.174965
>865_6	p_riboswitch=0.010752
>866_6	p_riboswitch=0.033191
>867_6	p_riboswitch=0.009615
>868_6	p_riboswitch=0.085268
>869_6	p_riboswitch=0.141407
>870_6	p_riboswitch=0.006365
>871_6	p_riboswitch=0.032790
>872_6	p_riboswitch=0.021023
>873_6	p_riboswitch=0.018726
>874_6	p_riboswitch=0.027249
>875_6	p_riboswitch=0.283377
>876_6	p_riboswitch=0.446657
>877_6	p_riboswitch=0.004125
>878_6	p_riboswitch=0.007277
>879_6	p_riboswitch=0.010884
>880_6	p_riboswitch=0.009493
>881_6	p_riboswitch=0.084745
>882_6	p_riboswitch=0.011750
>883_6	p_riboswitch=0.006588
>884_6	p_riboswitch=0.106058
>885_6	p_riboswitch=0.051822
>886_6	p_riboswitch=0.110470
>887_6	p_riboswitch=0.033665
>888_6	p_riboswitch=0.048652
>889_6	p_riboswitch=0.100313
>890_6	p_riboswitch=0.017046
>891_6	p_riboswitch=0.021132
>892_6	p_riboswitch=0.597114
>893_6	p_riboswitch=0.003854
>894_6	p_riboswitch=0.010363
>895_6	p_riboswitch=0.010491
>896_6	p_riboswitch=0.002979
>897_6	p_riboswitch=0.070632
>898_6	p_riboswitch=0.015539
>899_6	p_riboswitch=0.124696
>900_6	p_riboswitch=0.061907
>901_6	p_riboswitch=0.060580
>902_6	p_riboswitch=0.045226
>903_6	p_riboswitch=0.045014
>904_6	p_riboswitch=0.069733
>905_6	p_riboswitch=0.075001
>906_6	p_riboswitch=0.014466
>907_6	p_riboswitch=0.020584
>908_6	p_riboswitch=0.011296
>909_6	p_riboswitch=0.009955
>910_6	p_riboswitch=0.011113
>911_6	p_riboswitch=0.010218
>912_6	p_riboswitch=0.134622
>913_6	p_riboswitch=0.064582
>914_6	p_riboswitch=0.072524
>915_6	p_riboswitch=0.069128
>916_6	p_riboswitch=0.034313
>917_6	p_riboswitch=0.073497
>918_6	p_riboswitch=0.096138
>919_6	p_riboswitch=0.062493
>920_6	p_riboswitch=0.121032
>921_6	p_riboswitch=0.014977
>922_6	p_riboswitch=0.011425
>923_6	p_riboswitch=0.010840
>924_6	p_riboswitch=0.012139
>925_6	p_riboswitch=0.010766
>926_6	p_riboswitch=0.265013
>927_6	p_riboswitch=0.043934
>928_6	p_riboswitch=0.076702
>929_6	p_riboswitch=0.038336
>930_6	p_riboswitch=0.042894
>931_6	p_riboswitch=0.075824
>932_6	p_riboswitch=0.096919
>933_6	p_riboswitch=0.490849
>934_6	p_riboswitch=0.247638
>935_6	p_riboswitch=0.002676
>936_6	p_riboswitch=0.011447
>937_6	p_riboswitch=0.012218
>938_6	p_riboswitch=0.011507
>939_6	p_riboswitch=0.155019
>940_6	p_riboswitch=0.016539
>941_6	p_riboswitch=0.038206
>942_6	p_riboswitch=0.048913
>943_6	p_riboswitch=0.038196
>944_6	p_riboswitch=0.038717
>945_6	p_riboswitch=0.086444
>946_6	p_riboswitch=0.666313
>947_6	p_riboswitch=0.002700
>948_6	p_riboswitch=0.011489
>949_6	p_riboswitch=0.014338
>950_6	p_riboswitch=0.011306
>951_6	p_riboswitch=0.127882
>952_6	p_riboswitch=0.026584
>953_6	p_riboswitch=0.047177
>954_6	p_riboswitch=0.045794
>955_6	p_riboswitch=0.043632
>956_6	p_riboswitch=0.339091
>957_6	p_riboswitch=0.052153
>958_6	p_riboswitch=0.003857
>959_6	p_riboswitch=0.013447
>960_6	p_riboswitch=0.014487
>961_6	p_riboswitch=0.011389
>962_6	p_riboswitch=0.058540
>963_6	p_riboswitch=0.029000
>964_6	p_riboswitch=0.002167
>965_6	p_riboswitch=0.081403
>966_6	p_riboswitch=0.060137
>967_6	p_riboswitch=0.559252
>968_6	p_riboswitch=0.015632
>969_6	p_riboswitch=0.013642
>970_6	p_riboswitch=0.014421
>971_6	p_riboswitch=0.012870
>972_6	p_riboswitch=0.078762
>973_6	p_riboswitch=0.027609
>974_6	p_riboswitch=0.043728
>975_6	p_riboswitch=0.096471
>976_6	p_riboswitch=0.110858
>977_6	p_riboswitch=0.015823
>978_6	p_riboswitch=0.013650
>979_6	p_riboswitch=0.021002
>980_6	p_riboswitch=0.032709
>981_6	p_riboswitch=0.084097
>982_6	p_riboswitch=0.029222
>983_6	p_riboswitch=0.002605
>984_6	p_riboswitch=0.183607
>985_6	p_riboswitch=0.004298
>986_6	p_riboswitch=0.021384
>987_6	p_riboswitch=0.024387
>988_6	p_riboswitch=0.048421
>989_6	p_riboswitch=0.165244
>990_6	p_riboswitch=0.013434
>991_6	p_riboswitch=0.003206
>992_6	p_riboswitch=0.014116
>993_6	p_riboswitch=0.024597
>994_6	p_riboswitch=0.045149
>995_6	p_riboswitch=0.082312
>996_6	p_riboswitch=0.247286
>997_6	p_riboswitch=0.021276
>998_6	p_riboswitch=0.031016
>999_6	p_riboswitch=0.046590
>1000_6	p_riboswitch=0.043599
>1001_6	p_riboswitch=0.022914
>1002_6	p_riboswitch=0.526307
>1003_6	p_riboswitch=0.007539
>1004_6	p_riboswitch=0.044060
>1005_6	p_riboswitch=0.069568
>1006_6	p_riboswitch=0.035884
>1007_6	p_riboswitch=0.135421
>1008_6	p_riboswitch=0.063623
>1009_6	p_riboswitch=0.034516
>1010_6	p_riboswitch=0.030783
>1011_6	p_riboswitch=0.029121
>1012_6	p_riboswitch=0.037381
>1013_6	p_riboswitch=0.830463
>1014_6	p_riboswitch=0.197881
>1015_6	p_riboswitch=0.090229
>1016_6	p_riboswitch=0.077611
>1017_6	p_riboswitch=0.016066
>1018_6	p_riboswitch=0.036919
>1019_6	p_riboswitch=0.043046
>1020_6	p_riboswitch=0.053966
>1021_6	p_riboswitch=0.143461
>1022_6	p_riboswitch=0.011842
>1023_6	p_riboswitch=0.014543
>1024_6	p_riboswitch=0.020309
>1025_6	p_riboswitch=0.008146
>1026_6	p_riboswitch=0.023386
>1027_6	p_riboswitch=0.157509
>1028_6	p_riboswitch=0.217283
>1029_6	p_riboswitch=0.889688
>1030_6	p_riboswitch=0.657689
>1031_6	p_riboswitch=0.917274
>1032_6	p_riboswitch=0.995645
>1033_6	p_riboswitch=0.998480
>1034_6	p_riboswitch=0.985793
>1035_6	p_riboswitch=0.762205
>1036_6	p_riboswitch=0.011586
>1037_6	p_riboswitch=0.079030
>1038_6	p_riboswitch=0.021471
>1039_6	p_riboswitch=0.010946
>1040_6	p_riboswitch=0.085921
>1041_6	p_riboswitch=0.034426
>1042_6	p_riboswitch=0.116910
>1043_6	p_riboswitch=0.099460
>1044_6	p_riboswitch=0.011308
>1045_6	p_riboswitch=0.014887
>1046_6	p_riboswitch=0.012290
>1047_6	p_riboswitch=0.005774
>1048_6	p_riboswitch=0.380163
>1049_6	p_riboswitch=0.157157
>1050_6	p_riboswitch=0.282458
>1051_6	p_riboswitch=0.982966
>1052_6	p_riboswitch=0.882890
>1053_6	p_riboswitch=0.976003
>1054_6	p_riboswitch=0.999262
>1055_6	p_riboswitch=0.975775
>1056_6	p_riboswitch=0.354367
>1057_6	p_riboswitch=0.011117
>1058_6	p_riboswitch=0.001654
>1059_6	p_riboswitch=0.011503
>1060_6	p_riboswitch=0.033944
>1061_6	p_riboswitch=0.061077
>1062_6	p_riboswitch=0.452284
>1063_6	p_riboswitch=0.117192
>1064_6	p_riboswitch=0.064309
>1065_6	p_riboswitch=0.011485
>1066_6	p_riboswitch=0.011816
>1067_6	p_riboswitch=0.018658
>1068_6	p_riboswitch=0.125973
>1069_6	p_riboswitch=0.402641
>1070_6	p_riboswitch=0.218302
>1071_6	p_riboswitch=0.763443
>1072_6	p_riboswitch=0.951699
>1073_6	p_riboswitch=0.992388
>1074_6	p_riboswitch=0.998652
>1075_6	p_riboswitch=0.973155
>1076_6	p_riboswitch=0.279173
>1077_6	p_riboswitch=0.011819
>1078_6	p_riboswitch=0.009958
>1079_6	p_riboswitch=0.036708
>1080_6	p_riboswitch=0.029255
>1081_6	p_riboswitch=0.635001
>1082_6	p_riboswitch=0.279425
>1083_6	p_riboswitch=0.002720
>1084_6	p_riboswitch=0.056390
>1085_6	p_riboswitch=0.010516
>1086_6	p_riboswitch=0.015760
>1087_6	p_riboswitch=0.045420
>1088_6	p_riboswitch=0.108972
>1089_6	p_riboswitch=0.408997
>1090_6	p_riboswitch=0.628103
>1091_6	p_riboswitch=0.656750
>1092_6	p_riboswitch=0.976443
>1093_6	p_riboswitch=0.997800
>1094_6	p_riboswitch=0.935232
>1095_6	p_riboswitch=0.308201
>1096_6	p_riboswitch=0.011616
>1097_6	p_riboswitch=0.038811
>1098_6	p_riboswitch=0.036951
>1099_6	p_riboswitch=0.046146
>1100_6	p_riboswitch=0.347703
>1101_6	p_riboswitch=0.004885
>1102_6	p_riboswitch=0.003136
>1103_6	p_riboswitch=0.017596
>1104_6	p_riboswitch=0.013212
>1105_6	p_riboswitch=0.032026
>1106_6	p_riboswitch=0.041851
>1107_6	p_riboswitch=0.407573
>1108_6	p_riboswitch=0.814932
>1109_6	p_riboswitch=0.752473
>1110_6	p_riboswitch=0.846060
>1111_6	p_riboswitch=0.998679
>1112_6	p_riboswitch=0.997332
>1113_6	p_riboswitch=0.174964
>1114_6	p_riboswitch=0.010752
>1115_6	p_riboswitch=0.033191
>1116_6	p_riboswitch=0.009615
>1117_6	p_riboswitch=0.085268
>1118_6	p_riboswitch=0.141407
>1119_6	p_riboswitch=0.006365
>1120_6	p_riboswitch=0.032790
>1121_6	p_riboswitch=0.021023
>1122_6	p_riboswitch=0.018726
>1123_6	p_riboswitch=0.027249
>1124_6	p_riboswitch=0.283377
>1125_6	p_riboswitch=0.446657
>1126_6	p_riboswitch=0.904449
>1127_6	p_riboswitch=0.759099
>1128_6	p_riboswitch=0.996808
>1129_6	p_riboswitch=0.998114
>1130_6	p_riboswitch=0.084745
>1131_6	p_riboswitch=0.011750
>1132_6	p_riboswitch=0.006588
>1133_6	p_riboswitch=0.106058
>1134_6	p_riboswitch=0.051822
>1135_6	p_riboswitch=0.110470
>1136_6	p_riboswitch=0.033665
>1137_6	p_riboswitch=0.048652
>1138_6	p_riboswitch=0.100313
>1139_6	p_riboswitch=0.017046
>1140_6	p_riboswitch=0.021132
>1141_6	p_riboswitch=0.597114
>1142_6	p_riboswitch=0.798199
>1143_6	p_riboswitch=0.870409
>1144_6	p_riboswitch=0.966789
>1145_6	p_riboswitch=0.994402
>1146_6	p_riboswitch=0.070632
>1147_6	p_riboswitch=0.015539
>1148_6	p_riboswitch=0.124696
>1149_6	p_riboswitch=0.061907
>1150_6	p_riboswitch=0.060580
>1151_6	p_riboswitch=0.045226
>1152_6	p_riboswitch=0.045014
>1153_6	p_riboswitch=0.069733
>1154_6	p_riboswitch=0.075001
>1155_6	p_riboswitch=0.014466
>1156_6	p_riboswitch=0.020584
>1157_6	p_riboswitch=0.194021
>1158_6	p_riboswitch=0.737394
>1159_6	p_riboswitch=0.980273
>1160_6	p_riboswitch=0.931924
>1161_6	p_riboswitch=0.134622
>1162_6	p_riboswitch=0.064582
>1163_6	p_riboswitch=0.072524
>1164_6	p_riboswitch=0.069128
>1165_6	p_riboswitch=0.034313
>1166_6	p_riboswitch=0.073497
>1167_6	p_riboswitch=0.096138
>1168_6	p_riboswitch=0.062493
>1169_6	p_riboswitch=0.121032
>1170_6	p_riboswitch=0.014977
>1171_6	p_riboswitch=0.017657
>1172_6	p_riboswitch=0.976662
>1173_6	p_riboswitch=0.962180
>1174_6	p_riboswitch=0.962634
>1175_6	p_riboswitch=0.265013
>1176_6	p_riboswitch=0.043934
>1177_6	p_riboswitch=0.076702
>1178_6	p_riboswitch=0.038336
>1179_6	p_riboswitch=0.042894
>1180_6	p_riboswitch=0.075824
>1181_6	p_riboswitch=0.096919
>1182_6	p_riboswitch=0.490849
>1183_6	p_riboswitch=0.247638
>1184_6	p_riboswitch=0.014293
>1185_6	p_riboswitch=0.247201
>1186_6	p_riboswitch=0.930263
>1187_6	p_riboswitch=0.922915
>1188_6	p_riboswitch=0.155019
>1189_6	p_riboswitch=0.016539
>1190_6	p_riboswitch=0.038206
>1191_6	p_riboswitch=0.048913
>1192_6	p_riboswitch=0.038196
>1193_6	p_riboswitch=0.038717
>1194_6	p_riboswitch=0.086444
>1195_6	p_riboswitch=0.666313
>1196_6	p_riboswitch=0.074342
>1197_6	p_riboswitch=0.044243
>1198_6	p_riboswitch=0.822512
>1199_6	p_riboswitch=0.834683
>1200_6	p_riboswitch=0.127882
>1201_6	p_riboswitch=0.026584
>1202_6	p_riboswitch=0.047177
>1203_6	p_riboswitch=0.045794
>1204_6	p_riboswitch=0.043632
>1205_6	p_riboswitch=0.339091
>1206_6	p_riboswitch=0.052153
>1207_6	p_riboswitch=0.084080
>1208_6	p_riboswitch=0.920713
>1209_6	p_riboswitch=0.247871
>1210_6	p_riboswitch=0.557918
>1211_6	p_riboswitch=0.058540
>1212_6	p_riboswitch=0.029000
>1213_6	p_riboswitch=0.002167
>1214_6	p_riboswitch=0.081403
>1215_6	p_riboswitch=0.060137
>1216_6	p_riboswitch=0.559252
>1217_6	p_riboswitch=0.746574
>1218_6	p_riboswitch=0.791606
>1219_6	p_riboswitch=0.765931
>1220_6	p_riboswitch=0.083027
>1221_6	p_riboswitch=0.078762
>1222_6	p_riboswitch=0.027609
>1223_6	p_riboswitch=0.043728
>1224_6	p_riboswitch=0.096471
>1225_6	p_riboswitch=0.110858
>1226_6	p_riboswitch=0.886344
>1227_6	p_riboswitch=0.830277
>1228_6	p_riboswitch=0.919962
>1229_6	p_riboswitch=0.597299
>1230_6	p_riboswitch=0.084097
>1231_6	p_riboswitch=0.029222
>1232_6	p_riboswitch=0.002605
>1233_6	p_riboswitch=0.183607
>1234_6	p_riboswitch=0.479251
>1235_6	p_riboswitch=0.967068
>1236_6	p_riboswitch=0.945795
>1237_6	p_riboswitch=0.871776
>1238_6	p_riboswitch=0.165244
>1239_6	p_riboswitch=0.013434
>1240_6	p_riboswitch=0.003206
>1241_6	p_riboswitch=0.604652
>1242_6	p_riboswitch=0.570863
>1243_6	p_riboswitch=0.941015
>1244_6	p_riboswitch=0.904539
>1245_6	p_riboswitch=0.247286
>1246_6	p_riboswitch=0.021276
>1247_6	p_riboswitch=0.032102
>1248_6	p_riboswitch=0.659190
>1249_6	p_riboswitch=0.848122
>1250_6	p_riboswitch=0.914532
>1251_6	p_riboswitch=0.526307
>1252_6	p_riboswitch=0.050596
>1253_6	p_riboswitch=0.611168
>1254_6	p_riboswitch=0.888245
>1255_6	p_riboswitch=0.716407
>1256_6	p_riboswitch=0.946210
>1257_6	p_riboswitch=0.248537
>1258_6	p_riboswitch=0.444279
>1259_6	p_riboswitch=0.723915
>1260_6	p_riboswitch=0.879584
>1261_6	p_riboswitch=0.420910
>1262_6	p_riboswitch=0.404879
>1263_6	p_riboswitch=0.968835
>1264_6	p_riboswitch=0.241160
>1265_6	p_riboswitch=0.030557
>1266_6	p_riboswitch=0.016066
>1267_6	p_riboswitch=0.036919
>1268_6	p_riboswitch=0.043046
>1269_6	p_riboswitch=0.053966
>1270_6	p_riboswitch=0.143461
>1271_6	p_riboswitch=0.011842
>1272_6	p_riboswitch=0.014543
>1273_6	p_riboswitch=0.020309
>1274_6	p_riboswitch=0.008146
>1275_6	p_riboswitch=0.023386
>1276_6	p_riboswitch=0.157509
>1277_6	p_riboswitch=0.217283
>1278_6	p_riboswitch=0.889688
>1279_6	p_riboswitch=0.657689
>1280_6	p_riboswitch=0.917274
>1281_6	p_riboswitch=0.995645
>1282_6	p_riboswitch=0.998480
>1283_6	p_riboswitch=0.985793
>1284_6	p_riboswitch=0.991504
>1285_6	p_riboswitch=0.999467
>1286_6	p_riboswitch=0.998876
>1287_6	p_riboswitch=0.997479
>1288_6	p_riboswitch=0.010946
>1289_6	p_riboswitch=0.085921
>1290_6	p_riboswitch=0.034426
>1291_6	p_riboswitch=0.116910
>1292_6	p_riboswitch=0.099460
>1293_6	p_riboswitch=0.011308
>1294_6	p_riboswitch=0.014887
>1295_6	p_riboswitch=0.012290
>1296_6	p_riboswitch=0.005774
>1297_6	p_riboswitch=0.380163
>1298_6	p_riboswitch=0.157157
>1299_6	p_riboswitch=0.282458
>1300_6	p_riboswitch=0.982966
>1301_6	p_riboswitch=0.882890
>1302_6	p_riboswitch=0.976003
>1303_6	p_riboswitch=0.999262
>1304_6	p_riboswitch=0.975775
>1305_6	p_riboswitch=0.986127
>1306_6	p_riboswitch=0.994776
>1307_6	p_riboswitch=0.999435
>1308_6	p_riboswitch=0.997835
>1309_6	p_riboswitch=0.033944
>1310_6	p_riboswitch=0.061077
>1311_6	p_riboswitch=0.452284
>1312_6	p_riboswitch=0.117192
>1313_6	p_riboswitch=0.064309
>1314_6	p_riboswitch=0.011485
>1315_6	p_riboswitch=0.011816
>1316_6	p_riboswitch=0.018658
>1317_6	p_riboswitch=0.125973
>1318_6	p_riboswitch=0.402641
>1319_6	p_riboswitch=0.218302
>1320_6	p_riboswitch=0.763443
>1321_6	p_riboswitch=0.951699
>1322_6	p_riboswitch=0.992388
>1323_6	p_riboswitch=0.998652
>1324_6	p_riboswitch=0.973155
>1325_6	p_riboswitch=0.976998
>1326_6	p_riboswitch=0.995539
>1327_6	p_riboswitch=0.994585
>1328_6	p_riboswitch=0.997212
>1329_6	p_riboswitch=0.029255
>1330_6	p_riboswitch=0.635001
>1331_6	p_riboswitch=0.279425
>1332_6	p_riboswitch=0.002720
>1333_6	p_riboswitch=0.056390
>1334_6	p_riboswitch=0.010516
>1335_6	p_riboswitch=0.015760
>1336_6	p_riboswitch=0.045420
>1337_6	p_riboswitch=0.108972
>1338_6	p_riboswitch=0.408997
>1339_6	p_riboswitch=0.628103
>1340_6	p_riboswitch=0.656750
>1341_6	p_riboswitch=0.976443
>1342_6	p_riboswitch=0.997800
>1343_6	p_riboswitch=0.935232
>1344_6	p_riboswitch=0.975076
>1345_6	p_riboswitch=0.991570
>1346_6	p_riboswitch=0.989406
>1347_6	p_riboswitch=0.997931
>1348_6	p_riboswitch=0.046146
>1349_6	p_riboswitch=0.347703
>1350_6	p_riboswitch=0.004885
>1351_6	p_riboswitch=0.003136
>1352_6	p_riboswitch=0.017596
>1353_6	p_riboswitch=0.013212
>1354_6	p_riboswitch=0.032026
>1355_6	p_riboswitch=0.041851
>1356_6	p_riboswitch=0.407573
>1357_6	p_riboswitch=0.814932
>1358_6	p_riboswitch=0.752473
>1359_6	p_riboswitch=0.846060
>1360_6	p_riboswitch=0.998679
>1361_6	p_riboswitch=0.997332
>1362_6	p_riboswitch=0.943977
>1363_6	p_riboswitch=0.992167
>1364_6	p_riboswitch=0.998754
>1365_6	p_riboswitch=0.997300
>1366_6	p_riboswitch=0.085268
>1367_6	p_riboswitch=0.141407
>1368_6	p_riboswitch=0.006365
>1369_6	p_riboswitch=0.032790
>1370_6	p_riboswitch=0.021023
>1371_6	p_riboswitch=0.018726
>1372_6	p_riboswitch=0.027249
>1373_6	p_riboswitch=0.283377
>1374_6	p_riboswitch=0.446657
>1375_6	p_riboswitch=0.904449
>1376_6	p_riboswitch=0.759099
>1377_6	p_riboswitch=0.996808
>1378_6	p_riboswitch=0.998114
>1379_6	p_riboswitch=0.999142
>1380_6	p_riboswitch=0.989619
>1381_6	p_riboswitch=0.982278
>1382_6	p_riboswitch=0.996636
>1383_6	p_riboswitch=0.051822
>1384_6	p_riboswitch=0.110470
>1385_6	p_riboswitch=0.033665
>1386_6	p_riboswitch=0.048652
>1387_6	p_riboswitch=0.100313
>1388_6	p_riboswitch=0.017046
>1389_6	p_riboswitch=0.021132
>1390_6	p_riboswitch=0.597114
>1391_6	p_riboswitch=0.798199
>1392_6	p_riboswitch=0.870409
>1393_6	p_riboswitch=0.966789
>1394_6	p_riboswitch=0.994402
>1395_6	p_riboswitch=0.996046
>1396_6	p_riboswitch=0.998258
>1397_6	p_riboswitch=0.971544
>1398_6	p_riboswitch=0.996674
>1399_6	p_riboswitch=0.060580
>1400_6	p_riboswitch=0.045226
>1401_6	p_riboswitch=0.045014
>1402_6	p_riboswitch=0.069733
>1403_6	p_riboswitch=0.075001
>1404_6	p_riboswitch=0.014466
>1405_6	p_riboswitch=0.020584
>1406_6	p_riboswitch=0.194021
>1407_6	p_riboswitch=0.737394
>1408_6	p_riboswitch=0.980273
>1409_6	p_riboswitch=0.931924
>1410_6	p_riboswitch=0.988856
>1411_6	p_riboswitch=0.997829
>1412_6	p_riboswitch=0.998428
>1413_6	p_riboswitch=0.995884
>1414_6	p_riboswitch=0.034313
>1415_6	p_riboswitch=0.073497
>1416_6	p_riboswitch=0.096138
>1417_6	p_riboswitch=0.062493
>1418_6	p_riboswitch=0.121032
>1419_6	p_riboswitch=0.014977
>1420_6	p_riboswitch=0.017657
>1421_6	p_riboswitch=0.976662
>1422_6	p_riboswitch=0.962180
>1423_6	p_riboswitch=0.962634
>1424_6	p_riboswitch=0.857884
>1425_6	p_riboswitch=0.996698
>1426_6	p_riboswitch=0.997457
>1427_6	p_riboswitch=0.993048
>1428_6	p_riboswitch=0.042894
>1429_6	p_riboswitch=0.075824
>1430_6	p_riboswitch=0.096919
>1431_6	p_riboswitch=0.490849
>1432_6	p_riboswitch=0.247638
>1433_6	p_riboswitch=0.014293
>1434_6	p_riboswitch=0.247201
>1435_6	p_riboswitch=0.930263
>1436_6	p_riboswitch=0.922915
>1437_6	p_riboswitch=0.588552
>1438_6	p_riboswitch=0.973371
>1439_6	p_riboswitch=0.996415
>1440_6	p_riboswitch=0.989427
>1441_6	p_riboswitch=0.038196
>1442_6	p_riboswitch=0.038717
>1443_6	p_riboswitch=0.086444
>1444_6	p_riboswitch=0.666313
>1445_6	p_riboswitch=0.074342
>1446_6	p_riboswitch=0.044243
>1447_6	p_riboswitch=0.822512
>1448_6	p_riboswitch=0.834683
>1449_6	p_riboswitch=0.361077
>1450_6	p_riboswitch=0.984629
>1451_6	p_riboswitch=0.964867
>1452_6	p_riboswitch=0.990912
>1453_6	p_riboswitch=0.043632
>1454_6	p_riboswitch=0.339091
>1455_6	p_riboswitch=0.052153
>1456_6	p_riboswitch=0.084080
>1457_6	p_riboswitch=0.920713
>1458_6	p_riboswitch=0.247871
>1459_6	p_riboswitch=0.557918
>1460_6	p_riboswitch=0.093733
>1461_6	p_riboswitch=0.857290
>1462_6	p_riboswitch=0.999541
>1463_6	p_riboswitch=0.853363
>1464_6	p_riboswitch=0.060137
>1465_6	p_riboswitch=0.559252
>1466_6	p_riboswitch=0.746574
>1467_6	p_riboswitch=0.791606
>1468_6	p_riboswitch=0.765931
>1469_6	p_riboswitch=0.083027
>1470_6	p_riboswitch=0.047920
>1471_6	p_riboswitch=0.944830
>1472_6	p_riboswitch=0.712377
>1473_6	p_riboswitch=0.926633
>1474_6	p_riboswitch=0.110858
>1475_6	p_riboswitch=0.886344
>1476_6	p_riboswitch=0.830277
>1477_6	p_riboswitch=0.919962
>1478_6	p_riboswitch=0.597299
>1479_6	p_riboswitch=0.030942
>1480_6	p_riboswitch=0.206751
>1481_6	p_riboswitch=0.891176
>1482_6	p_riboswitch=0.969519
>1483_6	p_riboswitch=0.479251
>1484_6	p_riboswitch=0.967068
>1485_6	p_riboswitch=0.945795
>1486_6	p_riboswitch=0.871776
>1487_6	p_riboswitch=0.112878
>1488_6	p_riboswitch=0.083317
>1489_6	p_riboswitch=0.272028
>1490_6	p_riboswitch=0.919540
>1491_6	p_riboswitch=0.570863
>1492_6	p_riboswitch=0.941015
>1493_6	p_riboswitch=0.904539
>1494_6	p_riboswitch=0.385286
>1495_6	p_riboswitch=0.377524
>1496_6	p_riboswitch=0.068208
>1497_6	p_riboswitch=0.795466
>1498_6	p_riboswitch=0.848122
>1499_6	p_riboswitch=0.914532
>1500_6	p_riboswitch=0.403463
>1501_6	p_riboswitch=0.677933
>1502_6	p_riboswitch=0.150543
>1503_6	p_riboswitch=0.389834
>1504_6	p_riboswitch=0.716407
>1505_6	p_riboswitch=0.626359
>1506_6	p_riboswitch=0.720400
>1507_6	p_riboswitch=0.383966
>1508_6	p_riboswitch=0.640204
>1509_6	p_riboswitch=0.219200
>1510_6	p_riboswitch=0.841507
>1511_6	p_riboswitch=0.417051
>1512_6	p_riboswitch=0.963414
>1513_6	p_riboswitch=0.479998
>1514_6	p_riboswitch=0.657126
>1515_6	p_riboswitch=0.083313
>1516_6	p_riboswitch=0.232214
>1517_6	p_riboswitch=0.245751
>1518_6	p_riboswitch=0.081361
>1519_6	p_riboswitch=0.143461
>1520_6	p_riboswitch=0.011842
>1521_6	p_riboswitch=0.014543
>1522_6	p_riboswitch=0.020309
>1523_6	p_riboswitch=0.008146
