>Grupo_3 Identificou 1492:
1_3	p_riboswitch=0.897237
2118_3	p_riboswitch=0.998945
2119_3	p_riboswitch=0.998543
2120_3	p_riboswitch=0.993338
2121_3	p_riboswitch=0.990919
2122_3	p_riboswitch=0.935662
2123_3	p_riboswitch=0.941106
2125_3	p_riboswitch=0.997860
2126_3	p_riboswitch=0.680055
2127_3	p_riboswitch=0.986408
2128_3	p_riboswitch=0.996673
2129_3	p_riboswitch=0.999742
2130_3	p_riboswitch=0.999637
2131_3	p_riboswitch=0.999777
2132_3	p_riboswitch=0.999817
2133_3	p_riboswitch=0.999317
2134_3	p_riboswitch=0.999311
2135_3	p_riboswitch=0.999128
2136_3	p_riboswitch=0.998794
2137_3	p_riboswitch=0.998549
2138_3	p_riboswitch=0.994884
2139_3	p_riboswitch=0.977125
2140_3	p_riboswitch=0.960090
2141_3	p_riboswitch=0.995803
2142_3	p_riboswitch=0.999538
2143_3	p_riboswitch=0.948842
2144_3	p_riboswitch=0.930698
2145_3	p_riboswitch=0.999747
2146_3	p_riboswitch=0.999636
2147_3	p_riboswitch=0.999721
2148_3	p_riboswitch=0.999799
2149_3	p_riboswitch=0.999260
2150_3	p_riboswitch=0.999147
2151_3	p_riboswitch=0.999382
2152_3	p_riboswitch=0.998864
2153_3	p_riboswitch=0.999413
2154_3	p_riboswitch=0.998511
2155_3	p_riboswitch=0.982833
2156_3	p_riboswitch=0.997096
2157_3	p_riboswitch=0.995628
2158_3	p_riboswitch=0.999506
2159_3	p_riboswitch=0.717043
2160_3	p_riboswitch=0.999666
2161_3	p_riboswitch=0.999650
2162_3	p_riboswitch=0.999668
2163_3	p_riboswitch=0.999757
2164_3	p_riboswitch=0.999226
2165_3	p_riboswitch=0.999115
2166_3	p_riboswitch=0.999257
2167_3	p_riboswitch=0.999243
2168_3	p_riboswitch=0.998284
2169_3	p_riboswitch=0.999405
2170_3	p_riboswitch=0.980990
2171_3	p_riboswitch=0.997797
2172_3	p_riboswitch=0.968164
2173_3	p_riboswitch=0.999669
2174_3	p_riboswitch=0.999586
2175_3	p_riboswitch=0.999151
2176_3	p_riboswitch=0.999715
2177_3	p_riboswitch=0.999756
2178_3	p_riboswitch=0.999164
2179_3	p_riboswitch=0.999161
2180_3	p_riboswitch=0.999361
2181_3	p_riboswitch=0.999062
2182_3	p_riboswitch=0.996995
2183_3	p_riboswitch=0.999706
2184_3	p_riboswitch=0.999393
2185_3	p_riboswitch=0.998515
2186_3	p_riboswitch=0.980021
2187_3	p_riboswitch=0.999248
2188_3	p_riboswitch=0.998055
2189_3	p_riboswitch=0.999540
2190_3	p_riboswitch=0.999783
2191_3	p_riboswitch=0.998843
2192_3	p_riboswitch=0.999077
2193_3	p_riboswitch=0.999200
2194_3	p_riboswitch=0.999289
2195_3	p_riboswitch=0.997978
2196_3	p_riboswitch=0.972986
2197_3	p_riboswitch=0.997121
2198_3	p_riboswitch=0.999416
2199_3	p_riboswitch=0.978506
2200_3	p_riboswitch=0.999026
2201_3	p_riboswitch=0.999233
2202_3	p_riboswitch=0.999741
2203_3	p_riboswitch=0.998974
2204_3	p_riboswitch=0.998748
2205_3	p_riboswitch=0.999142
2206_3	p_riboswitch=0.999055
2207_3	p_riboswitch=0.997060
2208_3	p_riboswitch=0.997460
2209_3	p_riboswitch=0.990435
2210_3	p_riboswitch=0.998061
2211_3	p_riboswitch=0.997652
2212_3	p_riboswitch=0.998922
2213_3	p_riboswitch=0.999488
2214_3	p_riboswitch=0.999518
2215_3	p_riboswitch=0.998668
2216_3	p_riboswitch=0.998969
2217_3	p_riboswitch=0.998925
2218_3	p_riboswitch=0.994234
2219_3	p_riboswitch=0.995876
2220_3	p_riboswitch=0.997852
2221_3	p_riboswitch=0.993369
2222_3	p_riboswitch=0.984722
2223_3	p_riboswitch=0.999201
2224_3	p_riboswitch=0.999446
2225_3	p_riboswitch=0.998396
2226_3	p_riboswitch=0.998928
2227_3	p_riboswitch=0.998611
2228_3	p_riboswitch=0.993989
2229_3	p_riboswitch=0.988851
2230_3	p_riboswitch=0.996728
2231_3	p_riboswitch=0.998276
2232_3	p_riboswitch=0.995391
2233_3	p_riboswitch=0.999175
2234_3	p_riboswitch=0.998167
2235_3	p_riboswitch=0.998718
2236_3	p_riboswitch=0.998805
2237_3	p_riboswitch=0.991744
2238_3	p_riboswitch=0.992928
2239_3	p_riboswitch=0.991962
2240_3	p_riboswitch=0.997496
2241_3	p_riboswitch=0.998035
2242_3	p_riboswitch=0.997431
2243_3	p_riboswitch=0.998588
2244_3	p_riboswitch=0.998447
2245_3	p_riboswitch=0.998684
2246_3	p_riboswitch=0.983211
2247_3	p_riboswitch=0.984279
2248_3	p_riboswitch=0.994850
2249_3	p_riboswitch=0.997079
2250_3	p_riboswitch=0.998129
2251_3	p_riboswitch=0.998293
2252_3	p_riboswitch=0.998171
2253_3	p_riboswitch=0.992136
2254_3	p_riboswitch=0.985777
2255_3	p_riboswitch=0.996170
2256_3	p_riboswitch=0.993624
2257_3	p_riboswitch=0.997580
2258_3	p_riboswitch=0.998179
2259_3	p_riboswitch=0.967667
2260_3	p_riboswitch=0.998188
2261_3	p_riboswitch=0.991738
2262_3	p_riboswitch=0.995542
2263_3	p_riboswitch=0.996972
2264_3	p_riboswitch=0.943437
2265_3	p_riboswitch=0.996874
2266_3	p_riboswitch=0.998700
2267_3	p_riboswitch=0.988598
2268_3	p_riboswitch=0.964494
2269_3	p_riboswitch=0.995973
2270_3	p_riboswitch=0.998023
2271_3	p_riboswitch=0.992548
2272_3	p_riboswitch=0.998912
2273_3	p_riboswitch=0.997556
2274_3	p_riboswitch=0.975695
2275_3	p_riboswitch=0.997317
2276_3	p_riboswitch=0.957919
2277_3	p_riboswitch=0.995869
2278_3	p_riboswitch=0.999663
2279_3	p_riboswitch=0.999691
2280_3	p_riboswitch=0.998565
2281_3	p_riboswitch=0.999278
2282_3	p_riboswitch=0.999306
2283_3	p_riboswitch=0.999823
2284_3	p_riboswitch=0.998978
2285_3	p_riboswitch=0.999705
2286_3	p_riboswitch=0.912902
2287_3	p_riboswitch=0.999003
2288_3	p_riboswitch=0.998684
2289_3	p_riboswitch=0.998383
2290_3	p_riboswitch=0.982320
2291_3	p_riboswitch=0.987766
2292_3	p_riboswitch=0.989016
2293_3	p_riboswitch=0.843181
2294_3	p_riboswitch=0.725066
2295_3	p_riboswitch=0.948963
2296_3	p_riboswitch=0.873596
2300_3	p_riboswitch=0.999419
2301_3	p_riboswitch=0.999712
2302_3	p_riboswitch=0.999085
2303_3	p_riboswitch=0.999225
2304_3	p_riboswitch=0.999826
2305_3	p_riboswitch=0.999814
2306_3	p_riboswitch=0.984294
2307_3	p_riboswitch=0.999691
2308_3	p_riboswitch=0.998731
2309_3	p_riboswitch=0.998919
2310_3	p_riboswitch=0.998868
2311_3	p_riboswitch=0.974697
2312_3	p_riboswitch=0.967747
2313_3	p_riboswitch=0.988315
2314_3	p_riboswitch=0.559406
2315_3	p_riboswitch=0.728501
2316_3	p_riboswitch=0.933456
2317_3	p_riboswitch=0.933537
2318_3	p_riboswitch=0.768020
2321_3	p_riboswitch=0.995235
2322_3	p_riboswitch=0.998998
2323_3	p_riboswitch=0.998837
2324_3	p_riboswitch=0.999816
2325_3	p_riboswitch=0.999816
2326_3	p_riboswitch=0.999831
2327_3	p_riboswitch=0.986185
2328_3	p_riboswitch=0.999630
2329_3	p_riboswitch=0.998620
2330_3	p_riboswitch=0.999134
2331_3	p_riboswitch=0.998468
2332_3	p_riboswitch=0.953443
2333_3	p_riboswitch=0.978478
2335_3	p_riboswitch=0.862381
2336_3	p_riboswitch=0.728304
2338_3	p_riboswitch=0.840578
2341_3	p_riboswitch=0.997752
2342_3	p_riboswitch=0.998617
2343_3	p_riboswitch=0.999800
2344_3	p_riboswitch=0.999770
2345_3	p_riboswitch=0.999825
2346_3	p_riboswitch=0.999840
2347_3	p_riboswitch=0.998977
2348_3	p_riboswitch=0.999609
2349_3	p_riboswitch=0.998898
2350_3	p_riboswitch=0.997623
2351_3	p_riboswitch=0.981681
2352_3	p_riboswitch=0.968836
2353_3	p_riboswitch=0.907665
2355_3	p_riboswitch=0.995800
2356_3	p_riboswitch=0.683900
2357_3	p_riboswitch=0.806952
2358_3	p_riboswitch=0.854078
2359_3	p_riboswitch=0.599358
2360_3	p_riboswitch=0.996244
2361_3	p_riboswitch=0.999791
2362_3	p_riboswitch=0.999711
2363_3	p_riboswitch=0.999807
2364_3	p_riboswitch=0.999831
2365_3	p_riboswitch=0.999343
2366_3	p_riboswitch=0.998958
2367_3	p_riboswitch=0.998945
2368_3	p_riboswitch=0.998543
2369_3	p_riboswitch=0.993338
2370_3	p_riboswitch=0.990919
2371_3	p_riboswitch=0.935662
2372_3	p_riboswitch=0.941106
2374_3	p_riboswitch=0.994746
2375_3	p_riboswitch=0.732157
2377_3	p_riboswitch=0.917569
2378_3	p_riboswitch=0.999742
2379_3	p_riboswitch=0.999637
2380_3	p_riboswitch=0.999777
2381_3	p_riboswitch=0.999817
2382_3	p_riboswitch=0.999317
2383_3	p_riboswitch=0.999311
2384_3	p_riboswitch=0.999128
2385_3	p_riboswitch=0.998794
2386_3	p_riboswitch=0.998549
2387_3	p_riboswitch=0.994884
2388_3	p_riboswitch=0.977125
2389_3	p_riboswitch=0.960090
2390_3	p_riboswitch=0.995803
2391_3	p_riboswitch=0.993995
2395_3	p_riboswitch=0.999636
2396_3	p_riboswitch=0.999721
2397_3	p_riboswitch=0.999799
2398_3	p_riboswitch=0.999260
2399_3	p_riboswitch=0.999147
2400_3	p_riboswitch=0.999382
2401_3	p_riboswitch=0.998864
2402_3	p_riboswitch=0.999413
2403_3	p_riboswitch=0.998511
2404_3	p_riboswitch=0.982833
2405_3	p_riboswitch=0.997096
2406_3	p_riboswitch=0.995628
2407_3	p_riboswitch=0.994364
2411_3	p_riboswitch=0.999668
2412_3	p_riboswitch=0.999757
2413_3	p_riboswitch=0.999226
2414_3	p_riboswitch=0.999115
2415_3	p_riboswitch=0.999257
2416_3	p_riboswitch=0.999243
2417_3	p_riboswitch=0.998284
2418_3	p_riboswitch=0.999405
2419_3	p_riboswitch=0.980990
2420_3	p_riboswitch=0.997797
2421_3	p_riboswitch=0.968164
2422_3	p_riboswitch=0.980293
2426_3	p_riboswitch=0.999756
2427_3	p_riboswitch=0.999164
2428_3	p_riboswitch=0.999161
2429_3	p_riboswitch=0.999361
2430_3	p_riboswitch=0.999062
2431_3	p_riboswitch=0.996995
2432_3	p_riboswitch=0.999706
2433_3	p_riboswitch=0.999393
2434_3	p_riboswitch=0.998515
2435_3	p_riboswitch=0.980021
2436_3	p_riboswitch=0.940951
2437_3	p_riboswitch=0.561209
2440_3	p_riboswitch=0.998843
2441_3	p_riboswitch=0.999077
2442_3	p_riboswitch=0.999200
2443_3	p_riboswitch=0.999289
2444_3	p_riboswitch=0.997978
2445_3	p_riboswitch=0.972986
2446_3	p_riboswitch=0.997121
2447_3	p_riboswitch=0.999416
2448_3	p_riboswitch=0.978506
2449_3	p_riboswitch=0.967997
2450_3	p_riboswitch=0.995039
2453_3	p_riboswitch=0.998748
2454_3	p_riboswitch=0.999142
2455_3	p_riboswitch=0.999055
2456_3	p_riboswitch=0.997060
2457_3	p_riboswitch=0.997460
2458_3	p_riboswitch=0.990435
2459_3	p_riboswitch=0.998061
2460_3	p_riboswitch=0.997652
2461_3	p_riboswitch=0.997193
2462_3	p_riboswitch=0.996575
2463_3	p_riboswitch=0.991968
2465_3	p_riboswitch=0.998969
2466_3	p_riboswitch=0.998925
2467_3	p_riboswitch=0.994234
2468_3	p_riboswitch=0.995876
2469_3	p_riboswitch=0.997852
2470_3	p_riboswitch=0.993369
2471_3	p_riboswitch=0.984722
2472_3	p_riboswitch=0.936191
2473_3	p_riboswitch=0.829219
2474_3	p_riboswitch=0.985192
2475_3	p_riboswitch=0.768736
2476_3	p_riboswitch=0.998611
2477_3	p_riboswitch=0.993989
2478_3	p_riboswitch=0.988851
2479_3	p_riboswitch=0.996728
2480_3	p_riboswitch=0.998276
2481_3	p_riboswitch=0.995391
2482_3	p_riboswitch=0.997272
2483_3	p_riboswitch=0.997229
2485_3	p_riboswitch=0.996428
2486_3	p_riboswitch=0.991744
2487_3	p_riboswitch=0.992928
2488_3	p_riboswitch=0.991962
2489_3	p_riboswitch=0.997496
2490_3	p_riboswitch=0.998035
2491_3	p_riboswitch=0.995342
2492_3	p_riboswitch=0.989364
2493_3	p_riboswitch=0.998209
2495_3	p_riboswitch=0.983211
2496_3	p_riboswitch=0.984279
2497_3	p_riboswitch=0.994850
2498_3	p_riboswitch=0.997079
2499_3	p_riboswitch=0.997519
2500_3	p_riboswitch=0.991259
2501_3	p_riboswitch=0.824727
2502_3	p_riboswitch=0.998088
2503_3	p_riboswitch=0.985777
2504_3	p_riboswitch=0.996170
2505_3	p_riboswitch=0.993624
2506_3	p_riboswitch=0.995759
2507_3	p_riboswitch=0.996687
2508_3	p_riboswitch=0.519910
2509_3	p_riboswitch=0.996691
2510_3	p_riboswitch=0.991738
2511_3	p_riboswitch=0.995542
2512_3	p_riboswitch=0.986654
2513_3	p_riboswitch=0.993772
2514_3	p_riboswitch=0.998065
2516_3	p_riboswitch=0.988598
2517_3	p_riboswitch=0.992875
2518_3	p_riboswitch=0.976099
2519_3	p_riboswitch=0.995003
2520_3	p_riboswitch=0.997944
2521_3	p_riboswitch=0.974177
2522_3	p_riboswitch=0.988878
2523_3	p_riboswitch=0.987846
2524_3	p_riboswitch=0.995300
2525_3	p_riboswitch=0.954809
2526_3	p_riboswitch=0.971479
2527_3	p_riboswitch=0.989366
2528_3	p_riboswitch=0.983074
2529_3	p_riboswitch=0.976577
2530_3	p_riboswitch=0.977501
2531_3	p_riboswitch=0.999306
2532_3	p_riboswitch=0.999823
2533_3	p_riboswitch=0.998978
2534_3	p_riboswitch=0.999705
2535_3	p_riboswitch=0.912902
2536_3	p_riboswitch=0.999003
2537_3	p_riboswitch=0.998684
2538_3	p_riboswitch=0.998383
2539_3	p_riboswitch=0.982320
2540_3	p_riboswitch=0.987766
2541_3	p_riboswitch=0.989016
2542_3	p_riboswitch=0.843181
2543_3	p_riboswitch=0.725066
2544_3	p_riboswitch=0.948963
2545_3	p_riboswitch=0.873596
2553_3	p_riboswitch=0.999826
2554_3	p_riboswitch=0.999814
2555_3	p_riboswitch=0.984294
2556_3	p_riboswitch=0.999691
2557_3	p_riboswitch=0.998731
2558_3	p_riboswitch=0.998919
2559_3	p_riboswitch=0.998868
2560_3	p_riboswitch=0.974697
2561_3	p_riboswitch=0.967747
2562_3	p_riboswitch=0.988315
2563_3	p_riboswitch=0.559406
2564_3	p_riboswitch=0.728501
2565_3	p_riboswitch=0.933456
2566_3	p_riboswitch=0.933537
2567_3	p_riboswitch=0.768020
2574_3	p_riboswitch=0.999816
2575_3	p_riboswitch=0.999831
2576_3	p_riboswitch=0.986185
2577_3	p_riboswitch=0.999630
2578_3	p_riboswitch=0.998620
2579_3	p_riboswitch=0.999134
2580_3	p_riboswitch=0.998468
2581_3	p_riboswitch=0.953443
2582_3	p_riboswitch=0.978478
2584_3	p_riboswitch=0.862381
2585_3	p_riboswitch=0.728304
2587_3	p_riboswitch=0.840578
2594_3	p_riboswitch=0.999825
2595_3	p_riboswitch=0.999840
2596_3	p_riboswitch=0.998977
2597_3	p_riboswitch=0.999609
2598_3	p_riboswitch=0.998898
2599_3	p_riboswitch=0.997623
2600_3	p_riboswitch=0.981681
2601_3	p_riboswitch=0.968836
2602_3	p_riboswitch=0.907665
2604_3	p_riboswitch=0.995800
2605_3	p_riboswitch=0.683900
2606_3	p_riboswitch=0.806952
2607_3	p_riboswitch=0.854078
2608_3	p_riboswitch=0.599358
2613_3	p_riboswitch=0.999831
2614_3	p_riboswitch=0.999343
2615_3	p_riboswitch=0.998958
2616_3	p_riboswitch=0.998945
2617_3	p_riboswitch=0.998543
2618_3	p_riboswitch=0.993338
2619_3	p_riboswitch=0.990919
2620_3	p_riboswitch=0.935662
2621_3	p_riboswitch=0.941106
2623_3	p_riboswitch=0.994746
2624_3	p_riboswitch=0.732156
2626_3	p_riboswitch=0.917569
2627_3	p_riboswitch=0.720505
2631_3	p_riboswitch=0.999317
2632_3	p_riboswitch=0.999311
2633_3	p_riboswitch=0.999128
2634_3	p_riboswitch=0.998794
2635_3	p_riboswitch=0.998549
2636_3	p_riboswitch=0.994884
2637_3	p_riboswitch=0.977125
2638_3	p_riboswitch=0.960090
2639_3	p_riboswitch=0.995803
2640_3	p_riboswitch=0.993995
2644_3	p_riboswitch=0.900006
2645_3	p_riboswitch=0.634174
2648_3	p_riboswitch=0.999147
2649_3	p_riboswitch=0.999382
2650_3	p_riboswitch=0.998864
2651_3	p_riboswitch=0.999413
2652_3	p_riboswitch=0.998511
2653_3	p_riboswitch=0.982833
2654_3	p_riboswitch=0.997096
2655_3	p_riboswitch=0.995628
2656_3	p_riboswitch=0.994364
2661_3	p_riboswitch=0.868531
2664_3	p_riboswitch=0.999257
2665_3	p_riboswitch=0.999243
2666_3	p_riboswitch=0.998284
2667_3	p_riboswitch=0.999405
2668_3	p_riboswitch=0.980990
2669_3	p_riboswitch=0.997797
2670_3	p_riboswitch=0.968164
2671_3	p_riboswitch=0.980293
2677_3	p_riboswitch=0.739484
2679_3	p_riboswitch=0.999062
2680_3	p_riboswitch=0.996995
2681_3	p_riboswitch=0.999706
2682_3	p_riboswitch=0.999393
2683_3	p_riboswitch=0.998515
2684_3	p_riboswitch=0.980021
2685_3	p_riboswitch=0.940951
2686_3	p_riboswitch=0.561209
2692_3	p_riboswitch=0.853152
2693_3	p_riboswitch=0.997978
2694_3	p_riboswitch=0.972986
2695_3	p_riboswitch=0.997121
2696_3	p_riboswitch=0.999416
2697_3	p_riboswitch=0.978506
2698_3	p_riboswitch=0.967997
2699_3	p_riboswitch=0.995039
2706_3	p_riboswitch=0.997460
2707_3	p_riboswitch=0.990435
2708_3	p_riboswitch=0.998061
2709_3	p_riboswitch=0.997652
2710_3	p_riboswitch=0.997193
2711_3	p_riboswitch=0.996575
2712_3	p_riboswitch=0.991968
2718_3	p_riboswitch=0.997852
2719_3	p_riboswitch=0.993369
2720_3	p_riboswitch=0.984722
2721_3	p_riboswitch=0.936191
2722_3	p_riboswitch=0.829219
2723_3	p_riboswitch=0.985192
2724_3	p_riboswitch=0.768736
2729_3	p_riboswitch=0.998276
2730_3	p_riboswitch=0.995391
2731_3	p_riboswitch=0.997272
2732_3	p_riboswitch=0.997229
2734_3	p_riboswitch=0.996428
2739_3	p_riboswitch=0.998035
2740_3	p_riboswitch=0.995342
2741_3	p_riboswitch=0.989364
2742_3	p_riboswitch=0.998209
2744_3	p_riboswitch=0.996638
2745_3	p_riboswitch=0.658611
2748_3	p_riboswitch=0.997519
2749_3	p_riboswitch=0.991259
2750_3	p_riboswitch=0.824727
2751_3	p_riboswitch=0.998088
2753_3	p_riboswitch=0.749520
2754_3	p_riboswitch=0.570657
2756_3	p_riboswitch=0.996687
2757_3	p_riboswitch=0.519910
2758_3	p_riboswitch=0.996691
2759_3	p_riboswitch=0.997009
2760_3	p_riboswitch=0.720463
2761_3	p_riboswitch=0.885216
2763_3	p_riboswitch=0.998065
2765_3	p_riboswitch=0.997791
2766_3	p_riboswitch=0.996018
2767_3	p_riboswitch=0.747271
2768_3	p_riboswitch=0.827639
2769_3	p_riboswitch=0.997944
2770_3	p_riboswitch=0.997117
2771_3	p_riboswitch=0.997534
2772_3	p_riboswitch=0.990027
2773_3	p_riboswitch=0.632558
2774_3	p_riboswitch=0.995335
2775_3	p_riboswitch=0.998390
2776_3	p_riboswitch=0.995930
2777_3	p_riboswitch=0.976026
2778_3	p_riboswitch=0.997373
2779_3	p_riboswitch=0.993864
2780_3	p_riboswitch=0.998932
2781_3	p_riboswitch=0.990675
2782_3	p_riboswitch=0.998630
2783_3	p_riboswitch=0.997040
2784_3	p_riboswitch=0.912902
2785_3	p_riboswitch=0.999003
2786_3	p_riboswitch=0.998684
2787_3	p_riboswitch=0.998383
2788_3	p_riboswitch=0.982320
2789_3	p_riboswitch=0.987766
2790_3	p_riboswitch=0.989016
2791_3	p_riboswitch=0.843181
2792_3	p_riboswitch=0.725066
2793_3	p_riboswitch=0.948963
2794_3	p_riboswitch=0.873596
2806_3	p_riboswitch=0.998731
2807_3	p_riboswitch=0.998919
2808_3	p_riboswitch=0.998868
2809_3	p_riboswitch=0.974697
2810_3	p_riboswitch=0.967747
2811_3	p_riboswitch=0.988315
2812_3	p_riboswitch=0.559406
2813_3	p_riboswitch=0.728501
2814_3	p_riboswitch=0.933456
2815_3	p_riboswitch=0.933537
2816_3	p_riboswitch=0.768020
2827_3	p_riboswitch=0.998620
2828_3	p_riboswitch=0.999134
2829_3	p_riboswitch=0.998468
2830_3	p_riboswitch=0.953443
2831_3	p_riboswitch=0.978478
2833_3	p_riboswitch=0.862381
2834_3	p_riboswitch=0.728304
2836_3	p_riboswitch=0.840578
2847_3	p_riboswitch=0.998898
2848_3	p_riboswitch=0.997623
2849_3	p_riboswitch=0.981681
2850_3	p_riboswitch=0.968836
2851_3	p_riboswitch=0.907665
2853_3	p_riboswitch=0.995800
2854_3	p_riboswitch=0.683900
2855_3	p_riboswitch=0.806952
2856_3	p_riboswitch=0.854078
2857_3	p_riboswitch=0.599358
2866_3	p_riboswitch=0.998543
2867_3	p_riboswitch=0.993338
2868_3	p_riboswitch=0.990919
2869_3	p_riboswitch=0.935662
2870_3	p_riboswitch=0.941106
2872_3	p_riboswitch=0.994746
2873_3	p_riboswitch=0.732157
2875_3	p_riboswitch=0.917569
2876_3	p_riboswitch=0.720505
2884_3	p_riboswitch=0.998549
2885_3	p_riboswitch=0.994884
2886_3	p_riboswitch=0.977125
2887_3	p_riboswitch=0.960090
2888_3	p_riboswitch=0.995803
2889_3	p_riboswitch=0.993995
2893_3	p_riboswitch=0.900006
2894_3	p_riboswitch=0.634174
2901_3	p_riboswitch=0.998511
2902_3	p_riboswitch=0.982833
2903_3	p_riboswitch=0.997096
2904_3	p_riboswitch=0.995628
2905_3	p_riboswitch=0.994364
2910_3	p_riboswitch=0.868531
2917_3	p_riboswitch=0.980990
2918_3	p_riboswitch=0.997797
2919_3	p_riboswitch=0.968164
2920_3	p_riboswitch=0.980293
2926_3	p_riboswitch=0.739484
2932_3	p_riboswitch=0.998515
2933_3	p_riboswitch=0.980021
2934_3	p_riboswitch=0.940951
2935_3	p_riboswitch=0.561209
2941_3	p_riboswitch=0.853152
2946_3	p_riboswitch=0.978506
2947_3	p_riboswitch=0.967997
2948_3	p_riboswitch=0.995039
2955_3	p_riboswitch=0.887281
2959_3	p_riboswitch=0.997193
2960_3	p_riboswitch=0.996575
2961_3	p_riboswitch=0.991968
2971_3	p_riboswitch=0.829219
2972_3	p_riboswitch=0.985192
2973_3	p_riboswitch=0.768736
2983_3	p_riboswitch=0.996428
2993_3	p_riboswitch=0.996638
2994_3	p_riboswitch=0.658611
3002_3	p_riboswitch=0.749520
3003_3	p_riboswitch=0.570657
3009_3	p_riboswitch=0.720463
3010_3	p_riboswitch=0.885216
3016_3	p_riboswitch=0.747271
3017_3	p_riboswitch=0.827639
3022_3	p_riboswitch=0.632558
3023_3	p_riboswitch=0.872905
3027_3	p_riboswitch=0.675029
3028_3	p_riboswitch=0.836538
3031_3	p_riboswitch=0.621051
3032_3	p_riboswitch=0.570784
3036_3	p_riboswitch=0.511788
3037_3	p_riboswitch=0.982320
3038_3	p_riboswitch=0.987766
3039_3	p_riboswitch=0.989016
3040_3	p_riboswitch=0.843181
3041_3	p_riboswitch=0.725066
3042_3	p_riboswitch=0.948963
3043_3	p_riboswitch=0.873596
3059_3	p_riboswitch=0.967747
3060_3	p_riboswitch=0.988315
3061_3	p_riboswitch=0.559406
3062_3	p_riboswitch=0.728501
3063_3	p_riboswitch=0.933456
3064_3	p_riboswitch=0.933537
3065_3	p_riboswitch=0.768020
3080_3	p_riboswitch=0.978478
3082_3	p_riboswitch=0.862381
3083_3	p_riboswitch=0.728304
3085_3	p_riboswitch=0.840578
3100_3	p_riboswitch=0.907665
3102_3	p_riboswitch=0.995800
3103_3	p_riboswitch=0.683900
3104_3	p_riboswitch=0.806952
3105_3	p_riboswitch=0.854078
3106_3	p_riboswitch=0.599358
3119_3	p_riboswitch=0.941106
3121_3	p_riboswitch=0.994746
3122_3	p_riboswitch=0.732157
3124_3	p_riboswitch=0.917569
3125_3	p_riboswitch=0.720505
3137_3	p_riboswitch=0.995803
3138_3	p_riboswitch=0.993995
3142_3	p_riboswitch=0.900006
3143_3	p_riboswitch=0.634174
3154_3	p_riboswitch=0.994364
3159_3	p_riboswitch=0.868531
3175_3	p_riboswitch=0.739484
3190_3	p_riboswitch=0.853152
3204_3	p_riboswitch=0.887281
3267_3	p_riboswitch=0.768945
3274_3	p_riboswitch=0.538988
3290_3	p_riboswitch=0.725066
3291_3	p_riboswitch=0.948963
3292_3	p_riboswitch=0.873596
3312_3	p_riboswitch=0.933456
3313_3	p_riboswitch=0.933537
3314_3	p_riboswitch=0.768020
3334_3	p_riboswitch=0.840578
3353_3	p_riboswitch=0.806952
3354_3	p_riboswitch=0.854078
3355_3	p_riboswitch=0.599358
3373_3	p_riboswitch=0.917569
3374_3	p_riboswitch=0.720505
3391_3	p_riboswitch=0.900006
3392_3	p_riboswitch=0.634174
3408_3	p_riboswitch=0.868531
3424_3	p_riboswitch=0.739484
3439_3	p_riboswitch=0.853152
3453_3	p_riboswitch=0.887281
3516_3	p_riboswitch=0.768945
3523_3	p_riboswitch=0.538988

