qseqid,y_true_idx,y_true_name,y_pred_idx,y_pred_name,p_riboswitch,qseqid_full,id_global,group_id,qid_short
query_1172,0,genomicbackground,0,genomicbackground,0.0007880906923674047,1172_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_135_off_55_percentage_60_position_66-135 genomicbackground,1172,2,1172_2
query_1173,0,genomicbackground,0,genomicbackground,0.0007023900980129838,1173_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_135_off_60_percentage_65_position_61-135 genomicbackground,1173,2,1173_2
query_1174,0,genomicbackground,0,genomicbackground,0.0008842322276905179,1174_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_135_off_65_percentage_69_position_56-135 genomicbackground,1174,2,1174_2
query_1175,0,genomicbackground,0,genomicbackground,0.0003494000993669033,1175_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_0_percentage_17_position_121-140 genomicbackground,1175,2,1175_2
query_1176,0,genomicbackground,0,genomicbackground,0.0003862686862703413,1176_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_5_percentage_22_position_116-140 genomicbackground,1176,2,1176_2
query_1177,0,genomicbackground,0,genomicbackground,0.0004447908140718937,1177_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_10_percentage_26_position_111-140 genomicbackground,1177,2,1177_2
query_1178,0,genomicbackground,0,genomicbackground,0.0005156082916073501,1178_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_15_percentage_30_position_106-140 genomicbackground,1178,2,1178_2
query_1179,0,genomicbackground,0,genomicbackground,0.0005507298046723008,1179_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_20_percentage_34_position_101-140 genomicbackground,1179,2,1179_2
query_1180,0,genomicbackground,0,genomicbackground,0.0004584426060318947,1180_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_25_percentage_39_position_96-140 genomicbackground,1180,2,1180_2
query_1181,0,genomicbackground,0,genomicbackground,0.000431042310083285,1181_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_30_percentage_43_position_91-140 genomicbackground,1181,2,1181_2
query_1182,0,genomicbackground,0,genomicbackground,0.000619156111497432,1182_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_35_percentage_47_position_86-140 genomicbackground,1182,2,1182_2
query_1183,0,genomicbackground,0,genomicbackground,0.0005643685581162572,1183_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_40_percentage_52_position_81-140 genomicbackground,1183,2,1183_2
query_1184,0,genomicbackground,0,genomicbackground,0.0005306106759235263,1184_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_45_percentage_56_position_76-140 genomicbackground,1184,2,1184_2
query_1185,0,genomicbackground,0,genomicbackground,0.00079107447527349,1185_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_50_percentage_60_position_71-140 genomicbackground,1185,2,1185_2
query_1186,0,genomicbackground,0,genomicbackground,0.0007698720437474549,1186_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_55_percentage_65_position_66-140 genomicbackground,1186,2,1186_2
query_1187,0,genomicbackground,0,genomicbackground,0.000737688154913485,1187_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_140_off_60_percentage_69_position_61-140 genomicbackground,1187,2,1187_2
query_1188,0,genomicbackground,0,genomicbackground,0.0004628916212823242,1188_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_0_percentage_22_position_121-145 genomicbackground,1188,2,1188_2
query_1189,0,genomicbackground,0,genomicbackground,0.00040714984061196446,1189_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_5_percentage_26_position_116-145 genomicbackground,1189,2,1189_2
query_1190,0,genomicbackground,0,genomicbackground,0.0005422147805802524,1190_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_10_percentage_30_position_111-145 genomicbackground,1190,2,1190_2
query_1191,0,genomicbackground,0,genomicbackground,0.0009255250333808362,1191_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_15_percentage_34_position_106-145 genomicbackground,1191,2,1191_2
query_1192,0,genomicbackground,0,genomicbackground,0.0004747766361106187,1192_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_20_percentage_39_position_101-145 genomicbackground,1192,2,1192_2
query_1193,0,genomicbackground,0,genomicbackground,0.00043436253326945007,1193_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_25_percentage_43_position_96-145 genomicbackground,1193,2,1193_2
query_1194,0,genomicbackground,0,genomicbackground,0.000653548922855407,1194_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_30_percentage_47_position_91-145 genomicbackground,1194,2,1194_2
query_1195,0,genomicbackground,0,genomicbackground,0.0005647736834362149,1195_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_35_percentage_52_position_86-145 genomicbackground,1195,2,1195_2
query_1196,0,genomicbackground,0,genomicbackground,0.0005415509804151952,1196_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_40_percentage_56_position_81-145 genomicbackground,1196,2,1196_2
query_1197,0,genomicbackground,0,genomicbackground,0.0007646300946362317,1197_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_45_percentage_60_position_76-145 genomicbackground,1197,2,1197_2
query_1198,0,genomicbackground,0,genomicbackground,0.0007727363263256848,1198_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_50_percentage_65_position_71-145 genomicbackground,1198,2,1198_2
query_1199,0,genomicbackground,0,genomicbackground,0.0008095323573797941,1199_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_145_off_55_percentage_69_position_66-145 genomicbackground,1199,2,1199_2
query_1200,0,genomicbackground,0,genomicbackground,0.0004649132024496794,1200_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_0_percentage_26_position_121-150 genomicbackground,1200,2,1200_2
query_1201,0,genomicbackground,0,genomicbackground,0.00048383776447735727,1201_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_5_percentage_30_position_116-150 genomicbackground,1201,2,1201_2
query_1202,0,genomicbackground,0,genomicbackground,0.0005116577376611531,1202_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_10_percentage_34_position_111-150 genomicbackground,1202,2,1202_2
query_1203,0,genomicbackground,0,genomicbackground,0.0009690242586657405,1203_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_15_percentage_39_position_106-150 genomicbackground,1203,2,1203_2
query_1204,0,genomicbackground,0,genomicbackground,0.0005012142355553806,1204_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_20_percentage_43_position_101-150 genomicbackground,1204,2,1204_2
query_1205,0,genomicbackground,0,genomicbackground,0.0006712574395351112,1205_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_25_percentage_47_position_96-150 genomicbackground,1205,2,1205_2
query_1206,0,genomicbackground,0,genomicbackground,0.0005842024693265557,1206_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_30_percentage_52_position_91-150 genomicbackground,1206,2,1206_2
query_1207,0,genomicbackground,0,genomicbackground,0.0005668235826306045,1207_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_35_percentage_56_position_86-150 genomicbackground,1207,2,1207_2
query_1208,0,genomicbackground,0,genomicbackground,0.0007884203223511577,1208_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_40_percentage_60_position_81-150 genomicbackground,1208,2,1208_2
query_1209,0,genomicbackground,0,genomicbackground,0.0007514074677601457,1209_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_45_percentage_65_position_76-150 genomicbackground,1209,2,1209_2
query_1210,0,genomicbackground,0,genomicbackground,0.0008243059273809195,1210_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_150_off_50_percentage_69_position_71-150 genomicbackground,1210,2,1210_2
query_1211,0,genomicbackground,0,genomicbackground,0.0004685586900450289,1211_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_0_percentage_30_position_121-155 genomicbackground,1211,2,1211_2
query_1212,0,genomicbackground,0,genomicbackground,0.00048624613555148244,1212_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_5_percentage_34_position_116-155 genomicbackground,1212,2,1212_2
query_1213,0,genomicbackground,0,genomicbackground,0.0007123504183255136,1213_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_10_percentage_39_position_111-155 genomicbackground,1213,2,1213_2
query_1214,0,genomicbackground,0,genomicbackground,0.0005639540031552315,1214_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_15_percentage_43_position_106-155 genomicbackground,1214,2,1214_2
query_1215,0,genomicbackground,0,genomicbackground,0.0007384789641946554,1215_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_20_percentage_47_position_101-155 genomicbackground,1215,2,1215_2
query_1216,0,genomicbackground,0,genomicbackground,0.0005922718555666506,1216_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_25_percentage_52_position_96-155 genomicbackground,1216,2,1216_2
query_1217,0,genomicbackground,0,genomicbackground,0.0005077849491499364,1217_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_30_percentage_56_position_91-155 genomicbackground,1217,2,1217_2
query_1218,0,genomicbackground,0,genomicbackground,0.0007934196619316936,1218_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_35_percentage_60_position_86-155 genomicbackground,1218,2,1218_2
query_1219,0,genomicbackground,0,genomicbackground,0.0007765990449115634,1219_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_40_percentage_65_position_81-155 genomicbackground,1219,2,1219_2
query_1220,0,genomicbackground,0,genomicbackground,0.0007986228447407484,1220_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_155_off_45_percentage_69_position_76-155 genomicbackground,1220,2,1220_2
query_1221,0,genomicbackground,0,genomicbackground,0.0004790055681951344,1221_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_0_percentage_34_position_121-160 genomicbackground,1221,2,1221_2
query_1222,0,genomicbackground,0,genomicbackground,0.0004912919248454273,1222_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_5_percentage_39_position_116-160 genomicbackground,1222,2,1222_2
query_1223,0,genomicbackground,0,genomicbackground,0.0005888183950446546,1223_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_10_percentage_43_position_111-160 genomicbackground,1223,2,1223_2
query_1224,0,genomicbackground,0,genomicbackground,0.0007830241229385138,1224_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_15_percentage_47_position_106-160 genomicbackground,1224,2,1224_2
query_1225,0,genomicbackground,0,genomicbackground,0.0006061556050553918,1225_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_20_percentage_52_position_101-160 genomicbackground,1225,2,1225_2
query_1226,0,genomicbackground,0,genomicbackground,0.0005285402876324952,1226_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_25_percentage_56_position_96-160 genomicbackground,1226,2,1226_2
query_1227,0,genomicbackground,0,genomicbackground,0.0006812968058511615,1227_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_30_percentage_60_position_91-160 genomicbackground,1227,2,1227_2
query_1228,0,genomicbackground,0,genomicbackground,0.0008757836767472327,1228_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_35_percentage_65_position_86-160 genomicbackground,1228,2,1228_2
query_1229,0,genomicbackground,0,genomicbackground,0.0008336559985764325,1229_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_160_off_40_percentage_69_position_81-160 genomicbackground,1229,2,1229_2
query_1230,0,genomicbackground,0,genomicbackground,0.0004939144710078835,1230_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_0_percentage_39_position_121-165 genomicbackground,1230,2,1230_2
query_1231,0,genomicbackground,0,genomicbackground,0.000552795419935137,1231_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_5_percentage_43_position_116-165 genomicbackground,1231,2,1231_2
query_1232,0,genomicbackground,0,genomicbackground,0.0009554208372719586,1232_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_10_percentage_47_position_111-165 genomicbackground,1232,2,1232_2
query_1233,0,genomicbackground,0,genomicbackground,0.0006587799871340394,1233_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_15_percentage_52_position_106-165 genomicbackground,1233,2,1233_2
query_1234,0,genomicbackground,0,genomicbackground,0.0005437968065962195,1234_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_20_percentage_56_position_101-165 genomicbackground,1234,2,1234_2
query_1235,0,genomicbackground,0,genomicbackground,0.0007181884138844907,1235_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_25_percentage_60_position_96-165 genomicbackground,1235,2,1235_2
query_1236,0,genomicbackground,0,genomicbackground,0.0006789840990677476,1236_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_30_percentage_65_position_91-165 genomicbackground,1236,2,1236_2
query_1237,0,genomicbackground,0,genomicbackground,0.0009630175773054361,1237_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_165_off_35_percentage_69_position_86-165 genomicbackground,1237,2,1237_2
query_1238,0,genomicbackground,0,genomicbackground,0.0004957042983733118,1238_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_0_percentage_43_position_121-170 genomicbackground,1238,2,1238_2
query_1239,0,genomicbackground,0,genomicbackground,0.0008256902801804245,1239_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_5_percentage_47_position_116-170 genomicbackground,1239,2,1239_2
query_1240,0,genomicbackground,0,genomicbackground,0.000738724775146693,1240_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_10_percentage_52_position_111-170 genomicbackground,1240,2,1240_2
query_1241,0,genomicbackground,0,genomicbackground,0.0005482361884787679,1241_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_15_percentage_56_position_106-170 genomicbackground,1241,2,1241_2
query_1242,0,genomicbackground,0,genomicbackground,0.0009133854764513671,1242_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_20_percentage_60_position_101-170 genomicbackground,1242,2,1242_2
query_1243,0,genomicbackground,0,genomicbackground,0.00075094576459378,1243_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_25_percentage_65_position_96-170 genomicbackground,1243,2,1243_2
query_1244,0,genomicbackground,0,genomicbackground,0.0007236818200908601,1244_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_170_off_30_percentage_69_position_91-170 genomicbackground,1244,2,1244_2
query_1245,0,genomicbackground,0,genomicbackground,0.0006847233162261546,1245_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_175_off_0_percentage_47_position_121-175 genomicbackground,1245,2,1245_2
query_1246,0,genomicbackground,0,genomicbackground,0.0006729916203767061,1246_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_175_off_5_percentage_52_position_116-175 genomicbackground,1246,2,1246_2
query_1247,0,genomicbackground,0,genomicbackground,0.000748712511267513,1247_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_175_off_10_percentage_56_position_111-175 genomicbackground,1247,2,1247_2
query_1248,0,genomicbackground,0,genomicbackground,0.0011149428319185972,1248_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_175_off_15_percentage_60_position_106-175 genomicbackground,1248,2,1248_2
query_1249,0,genomicbackground,0,genomicbackground,0.0008204750483855605,1249_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_175_off_20_percentage_65_position_101-175 genomicbackground,1249,2,1249_2
query_1250,0,genomicbackground,0,genomicbackground,0.0008806493133306503,1250_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_175_off_25_percentage_69_position_96-175 genomicbackground,1250,2,1250_2
query_1251,0,genomicbackground,0,genomicbackground,0.0005894994246773422,1251_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_180_off_0_percentage_52_position_121-180 genomicbackground,1251,2,1251_2
query_1252,0,genomicbackground,0,genomicbackground,0.0005747074610553682,1252_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_180_off_5_percentage_56_position_116-180 genomicbackground,1252,2,1252_2
query_1253,0,genomicbackground,0,genomicbackground,0.0009154012077488005,1253_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_180_off_10_percentage_60_position_111-180 genomicbackground,1253,2,1253_2
query_1254,0,genomicbackground,0,genomicbackground,0.0010748151689767838,1254_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_180_off_15_percentage_65_position_106-180 genomicbackground,1254,2,1254_2
query_1255,0,genomicbackground,0,genomicbackground,0.0009832896757870913,1255_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_180_off_20_percentage_69_position_101-180 genomicbackground,1255,2,1255_2
query_1256,0,genomicbackground,0,genomicbackground,0.0006534031126648188,1256_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_185_off_0_percentage_56_position_121-185 genomicbackground,1256,2,1256_2
query_1257,0,genomicbackground,0,genomicbackground,0.0007423335919156671,1257_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_185_off_5_percentage_60_position_116-185 genomicbackground,1257,2,1257_2
query_1258,0,genomicbackground,0,genomicbackground,0.0012650330318138003,1258_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_185_off_10_percentage_65_position_111-185 genomicbackground,1258,2,1258_2
query_1259,0,genomicbackground,0,genomicbackground,0.0012638899497687817,1259_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_185_off_15_percentage_69_position_106-185 genomicbackground,1259,2,1259_2
query_1260,0,genomicbackground,0,genomicbackground,0.0006739184027537704,1260_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_190_off_0_percentage_60_position_121-190 genomicbackground,1260,2,1260_2
query_1261,0,genomicbackground,0,genomicbackground,0.0011604843894019723,1261_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_190_off_5_percentage_65_position_116-190 genomicbackground,1261,2,1261_2
query_1262,0,genomicbackground,0,genomicbackground,0.0009811745258048177,1262_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_190_off_10_percentage_69_position_111-190 genomicbackground,1262,2,1262_2
query_1263,0,genomicbackground,0,genomicbackground,0.0008482709527015686,1263_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_195_off_0_percentage_65_position_121-195 genomicbackground,1263,2,1263_2
query_1264,0,genomicbackground,0,genomicbackground,0.0009153462015092373,1264_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_195_off_5_percentage_69_position_116-195 genomicbackground,1264,2,1264_2
query_1265,0,genomicbackground,0,genomicbackground,0.0007347073988057673,1265_2_RF01056_2_NC_000913.3_4467215-4467731_ext_80-280_int_200_off_0_percentage_69_position_121-200 genomicbackground,1265,2,1265_2
query_1266,0,genomicbackground,0,genomicbackground,0.00034624291583895683,1266_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_0_percentage_0_position_0-0 genomicbackground,1266,2,1266_2
query_1267,0,genomicbackground,0,genomicbackground,0.0002957227698061615,1267_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_5_percentage_0_position_0-0 genomicbackground,1267,2,1267_2
query_1268,0,genomicbackground,0,genomicbackground,0.00028902225312776864,1268_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_10_percentage_4_position_91-95 genomicbackground,1268,2,1268_2
query_1269,0,genomicbackground,0,genomicbackground,0.00032610169728286564,1269_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_15_percentage_9_position_86-95 genomicbackground,1269,2,1269_2
query_1270,0,genomicbackground,0,genomicbackground,0.0003796568780671805,1270_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_20_percentage_13_position_81-95 genomicbackground,1270,2,1270_2
query_1271,0,genomicbackground,0,genomicbackground,0.002566947601735592,1271_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_25_percentage_17_position_76-95 genomicbackground,1271,2,1271_2
query_1272,0,genomicbackground,0,genomicbackground,0.00036089782952331007,1272_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_30_percentage_22_position_71-95 genomicbackground,1272,2,1272_2
query_1273,0,genomicbackground,0,genomicbackground,0.00057652173563838,1273_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_35_percentage_26_position_66-95 genomicbackground,1273,2,1273_2
query_1274,0,genomicbackground,0,genomicbackground,0.0004815740103367716,1274_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_40_percentage_30_position_61-95 genomicbackground,1274,2,1274_2
query_1275,0,genomicbackground,0,genomicbackground,0.0005004710401408374,1275_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_45_percentage_34_position_56-95 genomicbackground,1275,2,1275_2
query_1276,0,genomicbackground,0,genomicbackground,0.0005447378498502076,1276_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_50_percentage_39_position_51-95 genomicbackground,1276,2,1276_2
query_1277,0,genomicbackground,0,genomicbackground,0.01587821915745735,1277_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_55_percentage_43_position_46-95 genomicbackground,1277,2,1277_2
query_1278,0,genomicbackground,1,riboswitch,0.6488462686538696,1278_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_60_percentage_47_position_41-95 genomicbackground,1278,2,1278_2
query_1279,0,genomicbackground,1,riboswitch,0.9321939945220947,1279_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_65_percentage_52_position_36-95 genomicbackground,1279,2,1279_2
query_1280,0,genomicbackground,0,genomicbackground,0.17834772169589996,1280_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_70_percentage_56_position_31-95 genomicbackground,1280,2,1280_2
query_1281,0,genomicbackground,1,riboswitch,0.874914824962616,1281_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_75_percentage_60_position_26-95 genomicbackground,1281,2,1281_2
query_1282,0,genomicbackground,1,riboswitch,0.9848614931106567,1282_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_80_percentage_65_position_21-95 genomicbackground,1282,2,1282_2
query_1283,0,genomicbackground,1,riboswitch,0.9907662868499756,1283_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_85_percentage_69_position_16-95 genomicbackground,1283,2,1283_2
query_1284,0,genomicbackground,1,riboswitch,0.9940949082374573,1284_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_90_percentage_73_position_11-95 genomicbackground,1284,2,1284_2
query_1285,1,riboswitch,1,riboswitch,0.99591463804245,1285_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_95_percentage_78_position_6-95 riboswitch,1285,2,1285_2
query_1286,1,riboswitch,1,riboswitch,0.984495997428894,1286_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_100_percentage_82_position_1-95 riboswitch,1286,2,1286_2
query_1287,1,riboswitch,1,riboswitch,0.9984710812568665,1287_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_95_off_105_percentage_82_position_1-95 riboswitch,1287,2,1287_2
query_1288,0,genomicbackground,0,genomicbackground,0.0003150862758047879,1288_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_0_percentage_0_position_0-0 genomicbackground,1288,2,1288_2
query_1289,0,genomicbackground,0,genomicbackground,0.000295790727250278,1289_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_5_percentage_4_position_96-100 genomicbackground,1289,2,1289_2
query_1290,0,genomicbackground,0,genomicbackground,0.00029344941140152514,1290_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_10_percentage_9_position_91-100 genomicbackground,1290,2,1290_2
query_1291,0,genomicbackground,0,genomicbackground,0.0003636489564087242,1291_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_15_percentage_13_position_86-100 genomicbackground,1291,2,1291_2
query_1292,0,genomicbackground,0,genomicbackground,0.015875916928052902,1292_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_20_percentage_17_position_81-100 genomicbackground,1292,2,1292_2
query_1293,0,genomicbackground,0,genomicbackground,0.000391926325391978,1293_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_25_percentage_22_position_76-100 genomicbackground,1293,2,1293_2
query_1294,0,genomicbackground,0,genomicbackground,0.00041351953404955566,1294_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_30_percentage_26_position_71-100 genomicbackground,1294,2,1294_2
query_1295,0,genomicbackground,0,genomicbackground,0.0005876442883163691,1295_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_35_percentage_30_position_66-100 genomicbackground,1295,2,1295_2
query_1296,0,genomicbackground,0,genomicbackground,0.0004421730409376323,1296_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_40_percentage_34_position_61-100 genomicbackground,1296,2,1296_2
query_1297,0,genomicbackground,0,genomicbackground,0.0005511303897947073,1297_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_45_percentage_39_position_56-100 genomicbackground,1297,2,1297_2
query_1298,0,genomicbackground,0,genomicbackground,0.0005975613021291792,1298_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_50_percentage_43_position_51-100 genomicbackground,1298,2,1298_2
query_1299,0,genomicbackground,0,genomicbackground,0.03154333308339119,1299_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_55_percentage_47_position_46-100 genomicbackground,1299,2,1299_2
query_1300,0,genomicbackground,0,genomicbackground,0.25036343932151794,1300_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_60_percentage_52_position_41-100 genomicbackground,1300,2,1300_2
query_1301,0,genomicbackground,0,genomicbackground,0.28866592049598694,1301_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_65_percentage_56_position_36-100 genomicbackground,1301,2,1301_2
query_1302,0,genomicbackground,1,riboswitch,0.8147590756416321,1302_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_70_percentage_60_position_31-100 genomicbackground,1302,2,1302_2
query_1303,0,genomicbackground,1,riboswitch,0.9567179083824158,1303_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_75_percentage_65_position_26-100 genomicbackground,1303,2,1303_2
query_1304,0,genomicbackground,1,riboswitch,0.9878193140029907,1304_2_RF01056_2_NC_000913.3_4467215-4467731_ext_100-300_int_100_off_80_percentage_69_position_21-100 genomicbackground,1304,2,1304_2
